"player","acronym","public","role","product","marketshare"
"Natural gas distribution permit holders","","0","Transportation","Natural Gas","0.2"
"Natural gas distribution permit holders","","0","Distribution/Final Sale","Natural Gas","0.25"
"Natural gas distribution permit holders","","0","Imports","Natural Gas","0.35"
"Industry","","0","Consumption","Natural Gas","0.177"
"Industry","","0","Consumption","Oil Derivatives","0.0629910501"
"Industry","","0","Consumption","LPG","0.144"
"Transport","","0","Consumption","Oil Derivatives","0.73635308"
"Transport","","0","Consumption","LPG","0.107"
"Residential","","0","Consumption","Natural Gas","0.013"
"Residential","","0","Consumption","LPG","0.623"
"Commercial and Public Service","","0","Consumption","Natural Gas","0.004"
"Commercial and Public Service","","0","Consumption","LPG","0.111"
"Other","","0","Consumption","LPG","0.015"
"Centro Nacional de Control de Gas Natural","CENAGAS","1","Regulation","N/A","0.0"
"Centro Nacional de Control de Gas Natural","CENAGAS","1","Transportation","Natural Gas","0.0"
"Centro Nacional de Control de Gas Natural","CENAGAS","1","Transportation","LPG","0.0"
"Centro Nacional de Control de Gas Natural","CENAGAS","1","Distribution/Final Sale","Natural Gas","0.0"
"Centro Nacional de Control de Gas Natural","CENAGAS","1","Distribution/Final Sale","LPG","0.0"
"Agencia Nacional de Seguridad Industrial y de Proteccion del Medio Ambiente de Sector Hidrocarburos","","1","Regulation","N/A","0.0"
"Private Independent Producers (Oil and Gas)","","0","Exploration/Production","Natural Gas","0.0"
"Private Independent Producers (Oil and Gas)","","0","Exploration/Production","Crude Oil","0.0"
"Private Independent Producers (Oil and Gas)","","0","Transformation","Natural Gas","0.0"
"Private Independent Producers (Oil and Gas)","","0","Transformation","Oil Derivatives","0.0"
"Private Independent Producers (Oil and Gas)","","0","Transformation","LPG","0.0"
"Private Independent Producers (Oil and Gas)","","0","Transportation","Natural Gas","0.0"
"Private Independent Producers (Oil and Gas)","","0","Transportation","Oil Derivatives","0.0"
"Private Independent Producers (Oil and Gas)","","0","Transportation","LPG","0.0"
"Private Independent Producers (Oil and Gas)","","0","Distribution/Final Sale","Natural Gas","0.0"
"Private Independent Producers (Oil and Gas)","","0","Distribution/Final Sale","Oil Derivatives","0.0"
"Private Independent Producers (Oil and Gas)","","0","Distribution/Final Sale","LPG","0.0"
"Private Independent Producers (Oil and Gas)","","0","Imports","Natural Gas","0.0"
"Private Independent Producers (Oil and Gas)","","0","Imports","Crude Oil","0.0"
"Private Independent Producers (Oil and Gas)","","0","Imports","Oil Derivatives","0.0"
"Private Independent Producers (Oil and Gas)","","0","Imports","LPG","0.0"
"Private Independent Producers (Oil and Gas)","","0","Exports","Natural Gas","0.0"
"Private Independent Producers (Oil and Gas)","","0","Exports","Crude Oil","0.0"
"Private Independent Producers (Oil and Gas)","","0","Exports","Oil Derivatives","0.0"
"Private Independent Producers (Oil and Gas)","","0","Exports","LPG","0.0"
"Private Independent Producers (Oil and Gas)","","0","Consumption","Natural Gas","0.0"
"Private Independent Producers (Oil and Gas)","","0","Consumption","Oil Derivatives","0.0"
"Private Independent Producers (Oil and Gas)","","0","Consumption","LPG","0.0"
