"player","acronym","public","role","product","marketshare"
"Uno","","0","Imports","Oil Derivatives","0.01"
"Other Private Importing Companies","","0","Imports","Oil Derivatives","0.01"
"Tropigas","","0","Transportation","LPG","0.6248"
"Tropigas","","0","Distribution/Final Sale","LPG","0.6248"
"Tropigas","","0","Imports","LPG","0.85"
"Zetagas","","0","Transportation","LPG","0.139"
"Zetagas","","0","Distribution/Final Sale","LPG","0.139"
"Zetagas","","0","Imports","LPG","0.15"
"Industry","","0","Consumption","Oil Derivatives","0.205194189848"
"Industry","","0","Consumption","LPG","0.10447761194"
"Transport","","0","Consumption","Oil Derivatives","0.718029873047"
"Residential","","0","Consumption","Oil Derivatives","0.00256964360923"
"Residential","","0","Consumption","LPG","0.417910447761"
"Commercial and Public Service","","0","Consumption","Oil Derivatives","0.0742062934959"
"Commercial and Public Service","","0","Consumption","LPG","0.462686567164"
"Other","","0","Consumption","LPG","0.0149253731343"
"Other Private Distribution Companies","","0","Transportation","Oil Derivatives","0.002"
"Other Private Distribution Companies","","0","Distribution/Final Sale","Oil Derivatives","0.002"
